redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
15742,69293,68957,2197,2598,491,722,160000,42.3899379554,-71.130836158
17254,70030,67190,1555,2692,376,903,160000,42.3899457432,-71.1308969925
7001,84628,65494,506,1152,146,1073,160000,42.38996,-71.13097
8510,82675,66205,361,1141,147,961,160000,42.389971637,-71.1310295648
15616,86006,54010,1013,2272,598,485,160000,42.3899975308,-71.1311621372
38768,31020,83624,1703,4157,64,664,160000,42.3900234247,-71.1312947097
54883,53499,46635,1147,3488,72,276,160000,42.3900493185,-71.1314272822
63302,30230,57700,3917,3888,104,859,160000,42.3900752123,-71.1315598547
56881,50095,44521,2858,4928,62,655,160000,42.3901011062,-71.1316924273
56905,50409,44068,2645,5262,49,662,160000,42.3901082144,-71.1317283887
56068,50736,43292,3518,5454,88,844,160000,42.3901175937,-71.1317542115
38627,45672,63282,4366,7206,81,766,160000,42.390127,-71.131825
37693,46657,62938,4891,7074,69,678,160000,42.390134,-71.131861
34867,48688,63511,5795,6225,110,804,160000,42.3901382232,-71.1318884669
45373,76406,22823,3038,9688,43,2629,160000,42.3901588526,-71.1320227223
61463,56544,33778,1474,5285,44,1412,160000,42.3901794821,-71.1321569777
47871,72017,33989,846,4436,139,702,160000,42.3902001116,-71.1322912332
34297,95424,23141,1261,4926,22,929,160000,42.3902207411,-71.1324254888
17166,86975,51159,515,3239,22,924,160000,42.3902413705,-71.1325597444
36284,62920,42171,9279,5619,172,3555,160000,42.390262,-71.132694
74033,22903,56138,1471,2757,26,2672,160000,42.3899379554,-71.130836158
73778,23685,55576,1712,2507,36,2706,160000,42.3899457432,-71.1308969925
75001,30479,47920,1518,3676,9,1397,160000,42.38996,-71.13097
75583,29767,46697,1391,3133,20,3409,160000,42.389971637,-71.1310295648
56477,22897,75075,1338,1594,17,2602,160000,42.3899975308,-71.1311621372
37632,30058,87623,787,3282,22,596,160000,42.3900234247,-71.1312947097
60104,31963,62465,885,3727,34,822,160000,42.3900493185,-71.1314272822
58372,53355,38963,1441,7354,15,500,160000,42.3900752123,-71.1315598547
52533,72102,29603,909,4044,25,784,160000,42.3901011062,-71.1316924273
52808,72159,29567,685,3894,11,876,160000,42.3901082144,-71.1317283887
51465,72952,29022,1291,4683,11,576,160000,42.3901175937,-71.1317542115
47273,67709,30472,879,9783,2,3882,160000,42.390127,-71.131825
47583,67934,30700,749,9070,9,3955,160000,42.390134,-71.131861
47990,67007,32673,645,8064,6,3615,160000,42.3901382232,-71.1318884669
67530,29761,55789,1246,4778,56,840,160000,42.3901588526,-71.1320227223
53394,40437,58879,785,5725,22,758,160000,42.3901794821,-71.1321569777
55176,44156,50950,1005,8258,17,438,160000,42.3902001116,-71.1322912332
42950,54089,55352,766,6407,22,414,160000,42.3902207411,-71.1324254888
60074,39704,53059,632,6174,11,346,160000,42.3902413705,-71.1325597444
37352,56342,54905,2172,8087,22,1120,160000,42.390262,-71.132694
78150,17200,54295,5224,4064,30,1037,160000,42.3945762433,-71.1114054991
64900,39994,30255,12219,11717,44,871,160000,42.3946668409,-71.1113441943
81740,43582,20165,4730,9301,15,467,160000,42.3947574385,-71.1112828895
58638,38581,49494,3401,7466,42,2378,160000,42.394848036,-71.1112215845
35452,80998,34822,3077,3374,74,2203,160000,42.3949386336,-71.1111602795
42709,52005,57010,2397,4354,13,1512,160000,42.3950292312,-71.1110989744
39419,38314,69839,3206,6001,55,3166,160000,42.3951198288,-71.1110376692
43032,49277,63079,1548,1790,365,909,160000,42.3952104264,-71.1109763639
60085,36020,53571,3134,6122,119,949,160000,42.395301024,-71.1109150586
50205,76982,23217,4467,4769,35,325,160000,42.3953916216,-71.1108537531
51259,43724,46203,6581,9302,8,2923,160000,42.3954822192,-71.1107924476
53796,34468,52329,9108,7111,38,3150,160000,42.3955728168,-71.1107311419
55212,32939,55958,5915,6248,14,3714,160000,42.3956634144,-71.1106698362
44074,37908,65936,3827,5165,12,3078,160000,42.395754012,-71.1106085304
38551,50478,61787,3334,4550,35,1265,160000,42.3958446096,-71.1105472245
21358,84296,49971,1695,1966,82,632,160000,42.3959352072,-71.1104859185
28157,37683,87533,2831,2795,77,924,160000,42.3960258048,-71.1104246124
34124,43965,73557,1857,4523,51,1923,160000,42.3961164024,-71.1103633063
28749,55731,70027,780,4034,163,516,160000,42.396207,-71.110302
88381,15399,49359,2324,3392,42,1103,160000,42.397693,-71.110035
76623,19916,54711,3032,4987,25,706,160000,42.3977827044,-71.1100986707
77981,23992,44734,2839,9450,21,983,160000,42.3978724087,-71.1101623415
68570,22083,57978,3541,4354,17,3457,160000,42.3979621131,-71.1102260124
66302,19755,65615,3029,4201,63,1035,160000,42.3980518175,-71.1102896834
91587,43199,14868,1072,8378,30,866,160000,42.3981415218,-71.1103533545
77799,28503,44971,1630,6358,80,659,160000,42.3982312262,-71.1104170257
70402,34015,42622,5263,7133,52,513,160000,42.398265,-71.110441
70947,33638,42207,5595,6877,56,680,160000,42.3983209305,-71.110480697
60458,20616,70010,3499,4590,232,595,160000,42.3983548109,-71.1105043953
47939,29302,75384,2548,3948,105,774,160000,42.3984446218,-71.1105677907
53138,28806,68567,3516,5018,72,883,160000,42.3985344327,-71.1106311861
63826,29199,56560,4035,5460,44,876,160000,42.3986242436,-71.1106945817
79170,38678,35732,2048,3895,131,346,160000,42.3987140546,-71.1107579773
71211,33451,50135,1208,3056,150,789,160000,42.3988038655,-71.110821373
36975,40096,70894,2687,7194,116,2038,160000,42.3988936764,-71.1108847689
36912,40673,70971,2802,6533,164,1945,160000,42.398928,-71.110909
72346,48174,32066,1828,4500,22,1064,160000,42.3989834873,-71.1109481648
75122,25630,47514,5605,5555,40,534,160000,42.3990178911,-71.1109721872
78770,22634,43478,7608,5169,3,2338,160000,42.3991077822,-71.1110353744
80535,29217,40519,1243,5577,18,2891,160000,42.3991976734,-71.1110985617
74162,39234,31485,2433,11486,1,1199,160000,42.3992875645,-71.1111617492
72402,32088,37888,2339,14486,3,794,160000,42.3993774556,-71.1112249367
73487,28000,41221,3065,13347,13,867,160000,42.3994673467,-71.1112881243
69376,31871,41550,2892,13472,6,833,160000,42.399507,-71.111316
67461,29058,45410,1144,16537,24,366,160000,42.3995572378,-71.111351312
66548,29240,44533,1368,17669,11,631,160000,42.3995963126,-71.1113806746
75046,17183,64781,183,2005,16,786,160000,42.399652,-71.111421
74703,17540,64960,126,1847,9,815,160000,42.3996856252,-71.1114453492
58500,31113,61087,449,7916,1,934,160000,42.3997405589,-71.1114875483
48620,33875,69391,264,5662,2,2186,160000,42.3998291177,-71.1115540967
49940,36034,60678,373,12428,66,481,160000,42.3999176766,-71.1116206452
38398,21498,89737,2051,5034,4,3278,160000,42.4000062354,-71.1116871938
49368,50257,33330,18094,8284,56,611,160000,42.3945762433,-71.1114054991
15631,83438,49780,4327,4197,6,2621,160000,42.3946668409,-71.1113441943
21470,55458,72674,2998,4441,17,2942,160000,42.3947574385,-71.1112828895
39718,49728,50626,6544,6066,37,7281,160000,42.394848036,-71.1112215845
29303,48573,68109,4133,6030,42,3810,160000,42.3949386336,-71.1111602795
30579,46103,70445,5617,4889,38,2329,160000,42.3950292312,-71.1110989744
36150,38437,73570,5005,4874,40,1924,160000,42.3951198288,-71.1110376692
31584,37384,83995,2573,3104,69,1291,160000,42.3952104264,-71.1109763639
26317,39037,87305,3296,2327,58,1660,160000,42.395301024,-71.1109150586
30214,48143,67136,7594,5689,62,1162,160000,42.3953916216,-71.1108537531
