hue0,hue1,hue2,hue3,hue4,hue5,total,lat,lng
32006,50876,26445,216529,50284,33460,409600,40.7401911001,-74.0032823966
100400,17136,60749,182180,25035,24100,409600,40.7401911001,-74.0032823966
83806,113261,48993,124129,20697,18714,409600,40.7401911051,-74.0043582802
79540,70584,13455,193783,25346,26892,409600,40.7401911051,-74.0043582802
66624,64208,18410,223759,18205,18394,409600,40.7401911051,-74.0043582802
94542,27725,85641,163574,20492,17626,409600,40.7401911051,-74.0043582802
166836,63371,66107,101021,3709,8556,409600,40.740191115,-74.0065100475
175527,38086,48675,124108,7939,15265,409600,40.740191115,-74.0065100475
117175,64664,37770,174988,3368,11635,409600,40.740191115,-74.0065100475
162607,29584,42478,157155,8877,8899,409600,40.740191115,-74.0065100475
161719,91153,59445,91855,1832,3596,409600,40.74019111,-74.0054341638
88605,146942,63182,100092,5052,5727,409600,40.74019111,-74.0054341638
78460,81062,62622,178052,4555,4849,409600,40.74019111,-74.0054341638
121944,165754,31853,85319,2822,1908,409600,40.74019111,-74.0054341638
48100,121023,3473,190521,35290,11193,409600,40.740191125,-74.0086618147
49601,138071,14040,137437,59538,10913,409600,40.740191125,-74.0086618147
29572,155634,1658,199221,19647,3868,409600,40.740191125,-74.0086618147
77371,140268,36587,88765,57804,8805,409600,40.740191125,-74.0086618147
164536,44231,52093,144046,1158,3536,409600,40.74019112,-74.0075859311
124116,87106,55031,138216,2436,2695,409600,40.74019112,-74.0075859311
134778,74971,25821,165257,4079,4694,409600,40.74019112,-74.0075859311
127866,53142,94391,127044,2726,4431,409600,40.74019112,-74.0075859311
102911,72093,92964,112704,15879,13049,409600,40.74019113,-74.0097376983
84640,100180,60350,146949,11430,6051,409600,40.74019113,-74.0097376983
75732,52087,110448,166370,2909,2054,409600,40.74019113,-74.0097376983
103226,139922,41616,88608,25062,11166,409600,40.74019113,-74.0097376983
139299,59438,34759,168723,4817,2564,409600,40.7408034752,-73.9720813656
148977,35753,11532,211745,795,798,409600,40.7408034752,-73.9720813656
134722,65410,67588,135354,4040,2486,409600,40.7408034752,-73.9720813656
83703,116938,20943,183215,3088,1713,409600,40.7408034752,-73.9720813656
155000,94633,28185,92285,27949,11548,409600,40.7408034802,-73.9731572591
79714,96552,37029,129290,42417,24598,409600,40.7408034802,-73.9731572591
140496,134196,27671,97522,4554,5161,409600,40.7408034802,-73.9731572591
55532,196729,50128,91261,8828,7122,409600,40.7408034802,-73.9731572591
180397,82431,40047,86634,2477,17614,409600,40.7408034852,-73.9742331527
182018,102846,48474,73785,1440,1037,409600,40.7408034852,-73.9742331527
167052,111458,93015,28906,3191,5978,409600,40.7408034852,-73.9742331527
151571,134498,27075,91866,1929,2661,409600,40.7408034852,-73.9742331527
124023,30149,18084,229707,4031,3606,409600,40.7408034902,-73.9753090462
135116,15780,23383,220494,6197,8630,409600,40.7408034902,-73.9753090462
195066,13822,10727,184218,2625,3142,409600,40.7408034902,-73.9753090462
121539,48059,37419,193074,3790,5719,409600,40.7408034902,-73.9753090462
94269,131274,37539,112010,23918,10590,409600,40.7408034952,-73.9763849397
109126,122251,66458,83882,19183,8700,409600,40.7408034952,-73.9763849397
162207,86032,40167,108393,5740,7061,409600,40.7408034952,-73.9763849397
84801,64478,38425,138969,50678,32249,409600,40.7408034952,-73.9763849397
50028,150275,35328,106602,39383,27984,409600,40.7408035002,-73.9774608332
14789,170871,51973,155594,9577,6796,409600,40.7408035002,-73.9774608332
73029,144920,39834,125035,13480,13302,409600,40.7408035002,-73.9774608332
38358,119301,58050,115807,61012,17072,409600,40.7408035002,-73.9774608332
153901,73722,11789,163554,2533,4101,409600,40.7408035052,-73.9785367267
119016,57039,22474,175078,16274,19719,409600,40.7408035052,-73.9785367267
239580,91492,10941,56633,3568,7386,409600,40.7408035052,-73.9785367267
173115,11694,16800,194400,5092,8499,409600,40.7408035052,-73.9785367267
87569,170440,30423,58798,14530,47840,409600,40.7408035102,-73.9796126203
67040,159934,48844,120822,7455,5505,409600,40.7408035102,-73.9796126203
56758,166684,33186,139921,6972,6079,409600,40.7408035102,-73.9796126203
76924,70155,56299,155068,25270,25884,409600,40.7408035102,-73.9796126203
89199,142672,41964,118532,11583,5650,409600,40.7408035152,-73.9806885138
102478,97534,51853,138858,6065,12812,409600,40.7408035152,-73.9806885138
101247,68645,67906,159112,3958,8732,409600,40.7408035152,-73.9806885138
106080,73249,30262,156889,27907,15213,409600,40.7408035152,-73.9806885138
81305,84955,128772,101303,6193,7072,409600,40.7408035202,-73.9817644073
136858,86347,90850,87010,3940,4595,409600,40.7408035202,-73.9817644073
116420,98570,157849,29716,2803,4242,409600,40.7408035202,-73.9817644073
129020,72066,120550,81763,2517,3684,409600,40.7408035202,-73.9817644073
144876,127644,29505,81016,15391,11168,409600,40.7408035252,-73.9828403008
175207,21221,49270,145640,8749,9513,409600,40.7408035252,-73.9828403008
141119,33116,34139,195745,2423,3058,409600,40.7408035252,-73.9828403008
128444,83950,34669,123724,22114,16699,409600,40.7408035252,-73.9828403008
83701,88233,79639,140187,12894,4946,409600,40.7408035301,-73.9839161943
136020,60309,106534,97577,4232,4928,409600,40.7408035301,-73.9839161943
39243,129776,161649,69854,7787,1291,409600,40.7408035301,-73.9839161943
164827,39896,48006,146167,5876,4828,409600,40.7408035301,-73.9839161943
177270,23935,25721,144645,22205,15824,409600,40.7408035351,-73.9849920879
176611,72996,33374,96780,9238,20601,409600,40.7408035351,-73.9849920879
156836,63585,31781,140601,8802,7995,409600,40.7408035351,-73.9849920879
99408,112231,50040,127353,8179,12389,409600,40.7408035351,-73.9849920879
212302,97737,28315,63800,3170,4276,409600,40.7408035401,-73.9860679814
134993,60916,30597,176245,3436,3413,409600,40.7408035401,-73.9860679814
81268,73545,57205,190412,3285,3885,409600,40.7408035401,-73.9860679814
174776,68985,59850,100701,2954,2334,409600,40.7408035401,-73.9860679814
133227,157385,64918,47744,4029,2297,409600,40.7408035451,-73.9871438749
165712,65968,23339,123790,11551,19240,409600,40.7408035451,-73.9871438749
124930,91990,69110,100060,4608,18902,409600,40.7408035451,-73.9871438749
141207,103215,44279,112617,4079,4203,409600,40.7408035451,-73.9871438749
44107,196820,55406,107768,2695,2804,409600,40.7408035501,-73.9882197684
96992,93588,67027,138916,3334,9743,409600,40.7408035501,-73.9882197684
64068,154291,92437,90323,4037,4444,409600,40.7408035501,-73.9882197684
145595,147180,23653,86870,3137,3165,409600,40.7408035501,-73.9882197684
140552,44678,24912,195612,1779,2067,409600,40.7408035551,-73.9892956619
118587,90805,40860,155732,1701,1915,409600,40.7408035551,-73.9892956619
202926,44133,39485,118908,2134,2014,409600,40.7408035551,-73.9892956619
228429,68515,33730,69555,4744,4627,409600,40.7408035551,-73.9892956619
92258,184529,100390,29967,1550,906,409600,40.7408035601,-73.9903715555
46475,125983,191966,43559,885,732,409600,40.7408035601,-73.9903715555
66064,201558,113191,24027,3293,1467,409600,40.7408035601,-73.9903715555
29826,216474,142808,16820,2350,1322,409600,40.7408035601,-73.9903715555
37046,208436,116650,35339,6290,5839,409600,40.7408035651,-73.991447449
46775,211590,67476,78605,2518,2636,409600,40.7408035651,-73.991447449
26894,189002,153274,36562,2399,1469,409600,40.7408035651,-73.991447449
109633,119292,102291,50885,19523,7976,409600,40.7408035651,-73.991447449
106182,160376,97745,41219,2327,1751,409600,40.7408035701,-73.9925233425
96410,182019,101958,23221,3410,2582,409600,40.7408035701,-73.9925233425
46351,190736,150785,18377,1742,1609,409600,40.7408035701,-73.9925233425
120864,130143,111703,38223,3238,5429,409600,40.7408035701,-73.9925233425
148067,80668,29383,144629,3188,3665,409600,40.7408035751,-73.993599236
122538,38830,31270,183632,24996,8334,409600,40.7408035751,-73.993599236
103965,34901,44722,203755,14575,7682,409600,40.7408035751,-73.993599236
161085,52580,26948,165715,1742,1530,409600,40.7408035751,-73.993599236
140114,70117,36984,148968,7527,5890,409600,40.7408035801,-73.9946751296
148994,27441,27111,192166,5110,8778,409600,40.7408035801,-73.9946751296
171653,35207,40366,138479,10642,13253,409600,40.7408035801,-73.9946751296
214459,48316,17200,107263,13515,8847,409600,40.7408035801,-73.9946751296
110786,41782,71840,179053,3066,3073,409600,40.7408035851,-73.9957510231
207018,71482,42497,79908,5025,3670,409600,40.7408035851,-73.9957510231
130715,78845,53548,133344,9970,3178,409600,40.7408035851,-73.9957510231
111506,36065,40839,208879,7324,4987,409600,40.7408035851,-73.9957510231
195395,76556,32008,74514,7526,23601,409600,40.7408035901,-73.9968269166
97010,58883,63839,168406,10621,10841,409600,40.7408035901,-73.9968269166
174717,62673,23563,130088,8871,9688,409600,40.7408035901,-73.9968269166
123081,50011,49155,136135,18446,32772,409600,40.7408035901,-73.9968269166
135706,32114,11490,227874,1289,1127,409600,40.7408035951,-73.9979028101
126029,21435,30186,210971,7285,13694,409600,40.7408035951,-73.9979028101
157641,38489,32115,174207,3026,4122,409600,40.7408035951,-73.9979028101
95848,47366,43608,219716,1509,1553,409600,40.7408035951,-73.9979028101
172095,112184,64935,55579,2791,2016,409600,40.7408036001,-73.9989787036
213110,160440,19322,13467,943,2318,409600,40.7408036001,-73.9989787036
118641,180014,46836,61857,934,1318,409600,40.7408036001,-73.9989787036
157468,63433,51663,127843,4137,5056,409600,40.7408036001,-73.9989787036
137258,52855,41673,164198,5405,8211,409600,40.7408036051,-74.0000545972
94229,106880,56246,129622,5527,17096,409600,40.7408036051,-74.0000545972
61364,94308,61044,152792,10879,29213,409600,40.7408036051,-74.0000545972
127962,55326,34546,183232,4142,4392,409600,40.7408036051,-74.0000545972
104097,154298,33736,95092,9937,12440,409600,40.7408036101,-74.0011304907
72308,115357,39180,128292,25442,29021,409600,40.7408036101,-74.0011304907
53822,77403,29652,158469,35075,55179,409600,40.7408036101,-74.0011304907
58508,162830,39092,129871,9422,9877,409600,40.7408036101,-74.0011304907
136727,68781,59703,100196,16403,27790,409600,40.7408036151,-74.0022063842
62577,29992,26755,155154,47216,87906,409600,40.7408036151,-74.0022063842
121978,99867,37376,105244,16157,28978,409600,40.7408036151,-74.0022063842
96780,48275,57628,139945,23626,43346,409600,40.7408036151,-74.0022063842
84974,108282,49276,157787,5772,3509,409600,40.7408036201,-74.0032822777
155265,108644,38560,65106,17166,24859,409600,40.7408036201,-74.0032822777
110693,73090,64306,141949,10768,8794,409600,40.7408036201,-74.0032822777
65556,100441,45749,161661,23432,12761,409600,40.7408036201,-74.0032822777
93187,70089,42685,179086,13956,10597,409600,40.7408036251,-74.0043581713
77699,27033,26792,190593,36813,50670,409600,40.7408036251,-74.0043581713
50396,20681,18222,245955,28848,45498,409600,40.7408036251,-74.0043581713
101711,46466,66882,137888,37620,19033,409600,40.7408036251,-74.0043581713
174284,51275,54077,110351,9559,10054,409600,40.740803635,-74.0065099583
90812,49277,35259,214732,10071,9449,409600,40.740803635,-74.0065099583
139605,54100,43945,161053,2808,8089,409600,40.740803635,-74.0065099583
171763,56394,33209,120753,15708,11773,409600,40.740803635,-74.0065099583
80488,48913,31720,242498,2109,3872,409600,40.74080363,-74.0054340648
92523,39563,21447,252375,2298,1394,409600,40.74080363,-74.0054340648
149931,75004,46073,130924,2401,5267,409600,40.74080363,-74.0054340648
85051,87636,41332,192588,1803,1190,409600,40.74080363,-74.0054340648
95835,96083,34016,178105,2651,2910,409600,40.740803645,-74.0086617453
187667,63848,77866,68254,4908,7057,409600,40.740803645,-74.0086617453
148927,39275,30746,179800,4794,6058,409600,40.740803645,-74.0086617453
137438,76442,73989,116623,3411,1697,409600,40.740803645,-74.0086617453
90714,88731,35902,183236,4814,6203,409600,40.74080364,-74.0075858518
49945,152677,47721,154252,3553,1452,409600,40.74080364,-74.0075858518
56624,92339,91870,162789,2902,3076,409600,40.74080364,-74.0075858518
109852,92542,77521,123350,2217,4118,409600,40.74080364,-74.0075858518
107157,94170,71335,109880,17266,9792,409600,40.74080365,-74.0097376389
92067,72814,71890,154319,13276,5234,409600,40.74080365,-74.0097376389
74277,74113,107908,142850,5591,4861,409600,40.74080365,-74.0097376389
95277,91681,55778,134837,21166,10861,409600,40.74080365,-74.0097376389
185830,69962,11028,136007,4221,2552,409600,40.7414159952,-73.9720809594
190568,19554,10024,187856,775,823,409600,40.7414159952,-73.9720809594
170107,159867,27126,37453,6968,8079,409600,40.7414159952,-73.9720809594
122669,10560,16291,258807,956,317,409600,40.7414159952,-73.9720809594
133644,87315,25058,138056,12818,12709,409600,40.7414160002,-73.9731568628
129998,96534,42841,117247,12840,10140,409600,40.7414160002,-73.9731568628
207724,60253,38849,75182,5573,22019,409600,40.7414160002,-73.9731568628
56102,196176,63239,77681,8495,7907,409600,40.7414160002,-73.9731568628
156263,61678,31130,151816,4211,4502,409600,40.7414160102,-73.9753086697
115227,21105,43269,212478,9924,7597,409600,40.7414160102,-73.9753086697
103835,51193,51676,197067,3045,2784,409600,40.7414160102,-73.9753086697
30150,56202,56768,259084,4698,2698,409600,40.7414160102,-73.9753086697
108529,101390,40350,137389,21147,795,409600,40.7414160152,-73.9763845731
121875,196240,52237,34497,2773,1978,409600,40.7414160152,-73.9763845731
81623,207381,79415,24600,13519,3062,409600,40.7414160152,-73.9763845731
103059,103277,48947,152247,991,1079,409600,40.7414160152,-73.9763845731
184007,31165,38246,148331,5003,2848,409600,40.7414160202,-73.9774604765
167608,121669,35707,76818,3567,4231,409600,40.7414160202,-73.9774604765
170193,72736,41721,122330,955,1665,409600,40.7414160202,-73.9774604765
151136,63619,44955,125164,12841,11885,409600,40.7414160202,-73.9774604765
81812,31633,22989,265608,2104,5454,409600,40.7414160252,-73.97853638
162865,22728,24140,195845,1614,2408,409600,40.7414160252,-73.97853638
139268,34496,32652,196443,4138,2603,409600,40.7414160252,-73.97853638
158811,28496,36230,181830,1688,2545,409600,40.7414160252,-73.97853638
107330,148222,30604,106001,8229,9214,409600,40.7414160302,-73.9796122834
104305,131211,55638,89465,18351,10630,409600,40.7414160302,-73.9796122834
54301,119642,37736,174140,15504,8277,409600,40.7414160302,-73.9796122834
84048,95029,50826,154169,15939,9589,409600,40.7414160302,-73.9796122834
163480,52181,26737,134766,8209,24227,409600,40.7414160352,-73.9806881868
97713,84072,53423,134464,12616,27312,409600,40.7414160352,-73.9806881868
124328,58380,33093,182942,3606,7251,409600,40.7414160352,-73.9806881868
57518,123995,35889,150689,25991,15518,409600,40.7414160352,-73.9806881868
196420,31942,16262,134327,7467,23182,409600,40.7414160402,-73.9817640903
118407,114791,57881,98067,8960,11494,409600,40.7414160402,-73.9817640903
66811,125418,44178,165696,3700,3797,409600,40.7414160402,-73.9817640903
168594,29077,33082,154975,8299,15573,409600,40.7414160402,-73.9817640903
174780,67691,20395,107641,22698,16395,409600,40.7414160451,-73.9828399937
166971,38233,40358,125691,14981,23366,409600,40.7414160451,-73.9828399937
159691,36311,23962,176005,6207,7424,409600,40.7414160451,-73.9828399937
122048,75001,33193,142796,18339,18223,409600,40.7414160451,-73.9828399937
94675,82359,57281,168573,3592,3120,409600,40.7414160501,-73.9839158971
227465,53359,51757,69871,3544,3604,409600,40.7414160501,-73.9839158971
164460,42170,18867,173158,6556,4389,409600,40.7414160501,-73.9839158971
82098,71019,71915,167090,10803,6675,409600,40.7414160501,-73.9839158971
88051,101422,140124,72009,3526,4468,409600,40.7414160551,-73.9849918005
144754,60150,111486,84687,3972,4551,409600,40.7414160551,-73.9849918005
121027,54739,194604,35882,1597,1751,409600,40.7414160551,-73.9849918005
158188,64466,80227,102680,2545,1494,409600,40.7414160551,-73.9849918005
63730,194039,113302,15185,2793,20551,409600,40.7414160601,-73.986067704
110902,114229,138702,44520,573,674,409600,40.7414160601,-73.986067704
47608,136698,184763,32689,3198,4644,409600,40.7414160601,-73.986067704
134494,95922,96980,77999,1538,2667,409600,40.7414160601,-73.986067704
244972,68250,27514,49367,7628,11869,409600,40.7414160651,-73.9871436074
162191,120134,42096,63699,15365,6115,409600,40.7414160651,-73.9871436074
163117,98052,34880,88606,12902,12043,409600,40.7414160651,-73.9871436074
117082,127989,73491,67619,13605,9814,409600,40.7414160651,-73.9871436074
20280,168171,69112,143654,6028,2355,409600,40.7414160701,-73.9882195108
119632,110832,39018,127905,5426,6787,409600,40.7414160701,-73.9882195108
59519,131319,75006,138671,2783,2302,409600,40.7414160701,-73.9882195108
112548,66105,14156,206979,5262,4550,409600,40.7414160701,-73.9882195108
93211,85191,44623,179654,3650,3271,409600,40.7414160751,-73.9892954143
101987,148723,52341,99294,4024,3231,409600,40.7414160751,-73.9892954143
98680,136065,87362,76887,4867,5739,409600,40.7414160751,-73.9892954143
76550,93869,25976,207993,3521,1691,409600,40.7414160751,-73.9892954143
54445,195360,132501,21648,3095,2551,409600,40.7414160801,-73.9903713177
30665,185659,168667,22720,983,906,409600,40.7414160801,-73.9903713177
86011,173109,89411,39715,17480,3874,409600,40.7414160801,-73.9903713177
32566,168875,174384,23830,5972,3973,409600,40.7414160801,-73.9903713177
118563,135243,117813,31872,3438,2671,409600,40.7414160851,-73.9914472211
95342,174392,110373,25317,2018,2158,409600,40.7414160851,-73.9914472211
141311,112069,114595,30317,6010,5298,409600,40.7414160851,-73.9914472211
23283,195867,167582,20347,1191,1330,409600,40.7414160851,-73.9914472211
126542,146555,100051,31369,1374,3709,409600,40.7414160901,-73.9925231245
102842,169040,91813,40844,2694,2367,409600,40.7414160901,-73.9925231245
61467,157883,146016,33273,3536,7425,409600,40.7414160901,-73.9925231245
136531,167132,73269,26991,3898,1779,409600,40.7414160901,-73.9925231245
53975,172055,82729,95598,2811,2432,409600,40.7414160951,-73.993599028
116282,116468,119902,40246,5786,10916,409600,40.7414160951,-73.993599028
92442,75460,96256,116982,13819,14641,409600,40.7414160951,-73.993599028
121180,130220,43678,69189,38698,6635,409600,40.7414160951,-73.993599028
130207,35295,52749,182910,4154,4285,409600,40.7414161001,-73.9946749314
164664,69613,32808,131929,5303,5283,409600,40.7414161001,-73.9946749314
126033,36598,42687,181529,14072,8681,409600,40.7414161001,-73.9946749314
70557,58950,67909,208709,2142,1333,409600,40.7414161001,-73.9946749314
141224,92588,74373,78669,6539,16207,409600,40.7414161051,-73.9957508348
139774,20190,28274,203610,10442,7310,409600,40.7414161051,-73.9957508348
128053,34557,56447,172455,6683,11405,409600,40.7414161051,-73.9957508348
91516,106696,32789,174156,1868,2575,409600,40.7414161051,-73.9957508348
79879,139232,66496,117012,3372,3609,409600,40.7414161101,-73.9968267383
141239,51654,71389,136641,4489,4188,409600,40.7414161101,-73.9968267383
137484,59228,51664,134343,18492,8389,409600,40.7414161101,-73.9968267383
99706,96514,39915,154938,11533,6994,409600,40.7414161101,-73.9968267383
109694,32362,44762,219127,1799,1856,409600,40.7414161151,-73.9979026417
71177,27099,25473,275528,5139,5184,409600,40.7414161151,-73.9979026417
143769,37684,37828,186940,1688,1691,409600,40.7414161151,-73.9979026417
128748,29228,29270,219543,1396,1415,409600,40.7414161151,-73.9979026417
159717,99106,27221,108185,5031,10340,409600,40.7414161201,-73.9989785451
125071,50589,62288,128980,10453,32219,409600,40.7414161201,-73.9989785451
200658,47842,23884,118935,4442,13839,409600,40.7414161201,-73.9989785451
122454,111290,60813,92530,9599,12914,409600,40.7414161201,-73.9989785451
185531,96466,78606,34528,1505,12964,409600,40.7414161251,-74.0000544485
204530,51773,21295,107457,13620,10925,409600,40.7414161251,-74.0000544485
182616,38495,20381,157629,4618,5861,409600,40.7414161251,-74.0000544485
163659,53518,45976,122940,3282,20225,409600,40.7414161251,-74.0000544485
107583,93917,58276,145706,2213,1905,409600,40.7414161301,-74.001130352
117466,133805,91854,59503,4028,2944,409600,40.7414161301,-74.001130352
56101,138475,151421,50842,11261,1500,409600,40.7414161301,-74.001130352
189218,44153,51684,113652,2759,8134,409600,40.7414161301,-74.001130352
132294,104927,22075,134008,10118,6178,409600,40.7414161351,-74.0022062554
110873,86009,61395,137201,7961,6161,409600,40.7414161351,-74.0022062554
133174,54680,30373,170623,10140,10610,409600,40.7414161351,-74.0022062554
71661,114246,32310,155681,27365,8337,409600,40.7414161351,-74.0022062554
174310,42721,55937,123369,6819,6444,409600,40.7414161401,-74.0032821588
171987,74394,54174,95665,3709,9671,409600,40.7414161401,-74.0032821588
154413,63842,43427,133534,7837,6547,409600,40.7414161401,-74.0032821588
128605,64748,57202,143863,5976,9206,409600,40.7414161401,-74.0032821588
92987,72348,61031,163119,10231,9884,409600,40.7414161451,-74.0043580623
126666,128195,33296,105284,10116,6043,409600,40.7414161451,-74.0043580623
130141,41375,51936,158372,16306,11470,409600,40.7414161451,-74.0043580623
112105,57654,23347,184175,22351,9968,409600,40.7414161451,-74.0043580623
124173,100336,75254,98906,2035,8896,409600,40.741416155,-74.0065098691
113958,125915,49768,115437,2638,1884,409600,40.741416155,-74.0065098691
102542,145206,38543,120454,1057,1798,409600,40.741416155,-74.0065098691
131206,84854,46978,126382,3411,16769,409600,40.741416155,-74.0065098691
88545,23267,45483,237641,8659,6005,409600,40.74141615,-74.0054339657
77037,71258,88553,153303,11058,8391,409600,40.74141615,-74.0054339657
128740,32439,50340,179994,11756,6331,409600,40.74141615,-74.0054339657
128637,71717,60936,101829,29460,17021,409600,40.74141615,-74.0054339657
93842,82205,16122,215385,873,1173,409600,40.741416165,-74.008661676
125639,86722,79664,101379,11521,4675,409600,40.741416165,-74.008661676
143226,36928,28859,197820,1565,1202,409600,40.741416165,-74.008661676
133222,21555,21909,216625,12805,3484,409600,40.741416165,-74.008661676
161055,97483,50713,74464,11845,14040,409600,40.74141616,-74.0075857726
89713,55209,28583,169734,28482,37879,409600,40.74141616,-74.0075857726
66834,44433,12371,199369,36021,50572,409600,40.74141616,-74.0075857726
157728,62242,8530,164630,5111,11359,409600,40.74141616,-74.0075857726
107119,67064,32927,129632,59241,13617,409600,40.7420285152,-73.9720805532
93891,79393,62338,65821,53631,54526,409600,40.7420285152,-73.9720805532
186415,53313,25694,38638,44889,60651,409600,40.7420285152,-73.9720805532
85787,62602,65012,131060,27571,37568,409600,40.7420285152,-73.9720805532
114347,102948,32442,129680,15413,14770,409600,40.7420285202,-73.9731564665
78445,116663,31022,125954,43422,14094,409600,40.7420285202,-73.9731564665
157497,105725,28822,93541,16082,7933,409600,40.7420285202,-73.9731564665
55063,219394,64458,52050,11793,6842,409600,40.7420285202,-73.9731564665
123044,29612,14341,234858,4721,3024,409600,40.7420285252,-73.9742323799
125939,30863,25236,215988,5901,5673,409600,40.7420285252,-73.9742323799
218744,19561,11849,156807,1483,1156,409600,40.7420285252,-73.9742323799
125198,74251,38363,133487,14732,23569,409600,40.7420285252,-73.9742323799
117061,25539,28326,231377,4674,2623,409600,40.7420285302,-73.9753082932
92725,27567,31549,232986,12830,11943,409600,40.7420285302,-73.9753082932
161252,20285,8140,213600,3272,3051,409600,40.7420285302,-73.9753082932
64409,65712,50904,221133,4255,3187,409600,40.7420285302,-73.9753082932
98274,161688,71633,55428,18496,4081,409600,40.7420285352,-73.9763842065
28273,269662,73215,36186,1295,969,409600,40.7420285352,-73.9763842065
91181,185675,91659,31213,7230,2642,409600,40.7420285352,-73.9763842065
106937,135367,39461,126234,762,839,409600,40.7420285352,-73.9763842065
174553,47009,94738,86255,3280,3765,409600,40.7420285402,-73.9774601199
79407,252215,41575,16181,13592,6630,409600,40.7420285402,-73.9774601199
132712,94759,131336,20845,14157,15791,409600,40.7420285402,-73.9774601199
115350,98436,40281,151180,2582,1771,409600,40.7420285402,-73.9774601199
43376,150502,47850,122848,2591,42433,409600,40.7420285452,-73.9785360332
69401,129047,81676,114288,5836,9352,409600,40.7420285452,-73.9785360332
56940,89530,84435,171722,887,6086,409600,40.7420285452,-73.9785360332
68960,99365,80728,131952,17386,11209,409600,40.7420285452,-73.9785360332
176604,38612,21743,158505,5765,8371,409600,40.7420285502,-73.9796119465
144265,51534,41227,137737,21016,13821,409600,40.7420285502,-73.9796119465
150507,76718,26639,139237,6407,10092,409600,40.7420285502,-73.9796119465
83076,95594,34715,147230,25838,23147,409600,40.7420285502,-73.9796119465
143520,167881,44106,50525,1289,2279,409600,40.7420285552,-73.9806878599
142775,143858,35562,80468,2447,4490,409600,40.7420285552,-73.9806878599
114201,168705,90996,26593,4474,4631,409600,40.7420285552,-73.9806878599
138789,153905,79412,34026,1112,2356,409600,40.7420285552,-73.9806878599
127465,68146,29583,156353,12199,15854,409600,40.7420285602,-73.9817637732
108989,125503,43452,115424,7231,9001,409600,40.7420285602,-73.9817637732
154289,48784,16470,176485,6143,7429,409600,40.7420285602,-73.9817637732
39176,131384,57229,155303,12231,14277,409600,40.7420285602,-73.9817637732
110252,18682,24161,244733,4859,6913,409600,40.7420285651,-73.9828396865
123319,35067,24147,207536,8150,11381,409600,40.7420285651,-73.9828396865
149709,88898,34228,132767,1607,2391,409600,40.7420285651,-73.9828396865
150774,30883,38619,152799,12557,23968,409600,40.7420285651,-73.9828396865
131747,104371,41335,93589,29155,9403,409600,40.7420285701,-73.9839155999
139479,39783,62488,124657,29678,13515,409600,40.7420285701,-73.9839155999
143843,45344,23103,173982,14499,8829,409600,40.7420285701,-73.9839155999
98500,81459,52192,129612,24926,22911,409600,40.7420285701,-73.9839155999
119705,36653,26249,193250,16296,17447,409600,40.7420285751,-73.9849915132
167014,32893,19868,124994,27266,37565,409600,40.7420285751,-73.9849915132
116175,33022,22151,143772,38971,55509,409600,40.7420285751,-73.9849915132
142935,37131,38515,144594,25805,20620,409600,40.7420285751,-73.9849915132
108261,183724,90284,22768,3658,905,409600,40.7420285801,-73.9860674266
135903,179133,88065,5432,448,619,409600,40.7420285801,-73.9860674266
40891,189097,153513,15280,8992,1827,409600,40.7420285801,-73.9860674266
173503,88749,94433,46617,3365,2933,409600,40.7420285801,-73.9860674266
119769,136034,16592,129685,4001,3519,409600,40.7420285851,-73.9871433399
91063,49010,20775,231988,11431,5333,409600,40.7420285851,-73.9871433399
33363,164631,57595,147747,4700,1564,409600,40.7420285851,-73.9871433399
76349,68445,65580,171264,18141,9821,409600,40.7420285851,-73.9871433399
107055,72518,58407,155757,10199,5664,409600,40.7420285951,-73.9892951666
94501,93608,65337,147946,3945,4263,409600,40.7420285951,-73.9892951666
159176,71593,56114,114272,4423,4022,409600,40.7420285951,-73.9892951666
126363,88406,41933,122396,21971,8531,409600,40.7420285951,-73.9892951666
101916,58054,138328,106621,2379,2302,409600,40.7420286001,-73.9903710799
166756,83616,48091,103463,3044,4630,409600,40.7420286001,-73.9903710799
209712,72454,63998,52888,6427,4121,409600,40.7420286001,-73.9903710799
140499,57699,57293,150458,1558,2093,409600,40.7420286001,-73.9903710799
170123,58151,72237,95467,7642,5980,409600,40.7420286051,-73.9914469932
150826,81325,51016,118111,2887,5435,409600,40.7420286051,-73.9914469932
175441,83175,70044,71075,3755,6110,409600,40.7420286051,-73.9914469932
104697,66351,77539,154623,2378,4012,409600,40.7420286051,-73.9914469932
99038,189126,101506,13749,1313,4868,409600,40.7420286101,-73.9925229066
125005,152405,93233,14271,1352,23334,409600,40.7420286101,-73.9925229066
103531,194855,85441,20642,3051,2080,409600,40.7420286101,-73.9925229066
44223,198692,143377,18647,3241,1420,409600,40.7420286101,-73.9925229066
90492,47596,52095,210387,3643,5387,409600,40.7420286151,-73.9935988199
107371,32711,26257,230727,6288,6246,409600,40.7420286151,-73.9935988199
134876,67412,74235,118314,6723,8040,409600,40.7420286151,-73.9935988199
85436,50029,41012,222291,6034,4798,409600,40.7420286151,-73.9935988199
53062,155410,181417,17342,131,2238,409600,40.7420286201,-73.9946747332
167443,92968,109750,31100,5674,2665,409600,40.7420286201,-73.9946747332
96399,124852,174946,12120,556,727,409600,40.7420286201,-73.9946747332
179515,91542,115301,11305,9577,2360,409600,40.7420286201,-73.9946747332
118150,111582,56946,110471,7690,4761,409600,40.7420286251,-73.9957506466
