lat,lng,huegroup
42.36273433,-71.1022202716,"[1714, 1466, 1215, 1463, 1809, 1322, 1517, 1199, 1685, 966, 4869, 12725, 13624, 6998, 6438, 5386, 5465, 3813, 4230, 645, 1395, 625, 1095, 690, 543, 562, 878, 685, 794, 357, 947, 665, 570, 596, 1692, 12406, 16644, 10889, 6666, 830, 5152, 3491, 579, 813, 1578, 143, 1223, 505, 827, 42, 424, 860, 410, 716, 601, 625, 2272, 843, 518, 300]"
42.362798665,-71.1023261358,"[2904, 1640, 1824, 2745, 4320, 6077, 5769, 5072, 6482, 4727, 13256, 22465, 18608, 8512, 3682, 1332, 1169, 458, 359, 75, 218, 180, 179, 168, 600, 975, 501, 477, 478, 84, 1146, 2465, 2238, 1601, 5665, 7317, 11273, 1644, 1486, 3, 3108, 856, 214, 138, 248, 2, 745, 53, 94, 9, 59, 234, 116, 207, 667, 1337, 740, 476, 406, 117]"
42.3628182297,-71.10235778,"[2597, 1500, 1980, 2623, 5079, 5681, 5582, 4987, 6083, 5053, 12973, 22047, 19562, 8534, 3541, 1500, 1161, 312, 265, 65, 166, 176, 167, 206, 553, 868, 555, 450, 416, 91, 831, 2884, 2146, 1770, 5441, 7257, 9994, 2718, 2068, 3, 2967, 902, 244, 160, 229, 5, 735, 76, 149, 1, 74, 251, 150, 218, 703, 1316, 841, 543, 433, 118]"
42.362863,-71.102432,"[2781, 751, 1090, 1717, 2665, 2270, 4993, 4582, 11535, 6394, 17775, 14981, 6597, 5568, 5923, 1662, 4964, 1070, 2105, 202, 822, 2146, 1800, 1159, 1514, 2903, 3522, 3794, 1572, 395, 2383, 2867, 2773, 4148, 12158, 7080, 3553, 709, 1377, 7, 748, 313, 132, 27, 73, 2, 246, 13, 47, 1, 10, 44, 52, 20, 180, 1223, 98, 347, 57, 60]"
42.3628822889,-71.1024639501,"[2973, 843, 1352, 1731, 2256, 2003, 4568, 4622, 11836, 6076, 18037, 15411, 6461, 5644, 6449, 1649, 5002, 920, 1832, 240, 850, 2019, 1718, 1441, 1697, 3185, 3122, 2881, 1781, 397, 2553, 3022, 2774, 4306, 12069, 6904, 2985, 668, 1095, 0, 1471, 450, 133, 24, 85, 5, 238, 17, 37, 0, 11, 46, 48, 29, 179, 1152, 158, 383, 121, 41]"
42.3629463482,-71.1025701204,"[3278, 2786, 4360, 2089, 4728, 2891, 5172, 2033, 7827, 389, 5724, 10395, 8117, 5909, 6168, 3508, 5385, 2656, 2937, 557, 1448, 2370, 2124, 2020, 2706, 1618, 4387, 3067, 4247, 1078, 6182, 5141, 8547, 5681, 10638, 6659, 1906, 343, 355, 0, 550, 89, 56, 10, 45, 2, 78, 9, 9, 0, 5, 16, 15, 17, 93, 505, 160, 249, 320, 346]"
42.3630104074,-71.1026762907,"[5843, 4055, 3833, 3563, 8097, 2419, 10473, 3489, 14194, 160, 6704, 4390, 1967, 1273, 2011, 340, 2793, 1391, 2236, 103, 1229, 2151, 2151, 3401, 4379, 3494, 7644, 2382, 10782, 2459, 11621, 8735, 5783, 2795, 1279, 314, 1653, 58, 307, 0, 1212, 132, 99, 35, 85, 0, 904, 3, 16, 0, 3, 86, 111, 43, 463, 2980, 184, 1074, 313, 306]"
42.3630744667,-71.1027824611,"[3836, 3988, 7788, 6588, 6966, 6834, 8099, 5888, 7465, 681, 7876, 7592, 3443, 2970, 3578, 1079, 3247, 2455, 4465, 200, 2359, 1928, 1943, 2443, 2381, 1125, 5414, 1568, 4740, 1528, 7154, 5033, 7704, 5191, 7784, 1554, 909, 182, 252, 1, 404, 124, 43, 23, 51, 1, 217, 7, 48, 0, 35, 70, 46, 39, 140, 473, 271, 324, 767, 686]"
42.3631385259,-71.1028886317,"[9108, 8302, 7503, 6377, 5137, 5766, 5292, 4196, 4428, 1391, 6341, 9533, 5164, 5263, 5919, 1888, 2578, 1725, 2198, 347, 1591, 1800, 1834, 1450, 2177, 1680, 3253, 1466, 2730, 769, 3485, 2525, 2315, 5849, 14155, 4615, 2489, 853, 442, 19, 504, 198, 74, 35, 78, 12, 184, 25, 51, 11, 58, 70, 71, 86, 205, 507, 467, 438, 1104, 1869]"
42.3632025852,-71.1029948024,"[5159, 7703, 7496, 4171, 3231, 2712, 3108, 2712, 3938, 1085, 4318, 5750, 3778, 5812, 7833, 5314, 3536, 3138, 3324, 430, 1500, 1519, 1621, 1087, 1932, 1832, 5871, 3799, 5380, 1150, 4373, 3997, 4154, 7200, 20521, 2717, 1123, 244, 473, 3, 306, 184, 50, 47, 100, 6, 206, 30, 61, 7, 41, 86, 68, 99, 175, 400, 384, 203, 545, 1958]"
42.3632666445,-71.1031009731,"[7338, 6724, 7469, 3223, 2803, 3606, 3794, 4463, 5493, 1118, 5205, 6578, 2989, 4475, 4859, 2510, 3114, 2159, 2370, 369, 1436, 2342, 2122, 1592, 1500, 960, 6244, 3236, 3395, 979, 5058, 3918, 3728, 9255, 17699, 5628, 1495, 508, 505, 6, 233, 123, 47, 25, 66, 3, 73, 17, 32, 7, 24, 35, 32, 71, 70, 153, 201, 196, 927, 5400]"
42.3633307037,-71.103207144,"[3549, 4323, 5072, 2847, 3431, 4371, 6730, 8400, 8920, 755, 8369, 8070, 3062, 2663, 3096, 1406, 2531, 1056, 1674, 302, 845, 1048, 1076, 915, 1014, 1888, 2029, 2114, 1249, 446, 2837, 3083, 4420, 6780, 20284, 12053, 6318, 1785, 1307, 18, 1150, 270, 148, 54, 130, 3, 362, 25, 35, 12, 24, 85, 137, 58, 175, 509, 506, 558, 1045, 2578]"
42.363394763,-71.103313315,"[9214, 3313, 2805, 4209, 6966, 8829, 11080, 7704, 10476, 1969, 11724, 9012, 4954, 2098, 2584, 1080, 2886, 1324, 1284, 150, 657, 863, 860, 641, 1059, 3500, 1213, 1340, 748, 329, 1515, 1727, 2073, 2848, 9758, 9712, 4429, 1081, 1285, 5, 2457, 979, 474, 96, 234, 4, 946, 32, 160, 1, 82, 180, 193, 121, 448, 1755, 502, 1106, 556, 370]"
42.3634588222,-71.1034194861,"[4721, 3885, 3206, 3803, 5753, 3998, 4695, 3462, 5414, 4123, 8242, 8116, 4672, 2695, 1595, 585, 1297, 591, 571, 156, 317, 453, 436, 423, 502, 913, 1027, 649, 679, 259, 1443, 1381, 1884, 4125, 16548, 23520, 14278, 5493, 2384, 112, 1559, 871, 322, 200, 346, 39, 397, 116, 182, 12, 115, 152, 142, 154, 276, 877, 652, 904, 2284, 1994]"
42.3635228815,-71.1035256573,"[3879, 5898, 4434, 1824, 2057, 2077, 2658, 3230, 7050, 1783, 5913, 5375, 4381, 2833, 4310, 2211, 2799, 2362, 2006, 1174, 2388, 1475, 1830, 2393, 1817, 2280, 2357, 755, 1128, 220, 2149, 2255, 2464, 4998, 16377, 20477, 10756, 6079, 3543, 77, 1409, 433, 186, 100, 177, 8, 212, 80, 113, 6, 115, 106, 107, 119, 172, 297, 298, 287, 682, 1021]"
42.3635869407,-71.1036318286,"[2443, 5876, 5145, 2676, 4138, 5163, 4769, 4453, 9229, 2767, 12978, 10596, 4733, 2500, 4380, 2055, 5169, 2609, 3463, 910, 3334, 2747, 2996, 2832, 3870, 2495, 3029, 1811, 2333, 737, 3152, 2657, 2254, 3141, 11124, 8279, 2432, 1240, 598, 5, 780, 213, 78, 29, 69, 7, 110, 15, 40, 8, 21, 51, 50, 49, 197, 286, 141, 227, 267, 244]"
42.363622113,-71.1036913027,"[2423, 5985, 4927, 2700, 3540, 5266, 6205, 4292, 9913, 3052, 13025, 8929, 4710, 2514, 3642, 2179, 5735, 2873, 3081, 1072, 3690, 2609, 3020, 2490, 4188, 2601, 3378, 1719, 2423, 581, 2912, 2874, 2215, 3225, 10569, 8584, 2853, 885, 482, 13, 565, 215, 58, 33, 42, 3, 128, 16, 50, 8, 37, 54, 46, 49, 114, 225, 163, 211, 262, 347]"
42.363651,-71.103738,"[736, 740, 1009, 1925, 3294, 6922, 8875, 10597, 8932, 1372, 9546, 9242, 4333, 2562, 3355, 1682, 3457, 1789, 1924, 377, 1225, 1897, 1120, 742, 2100, 4866, 2268, 5907, 4171, 860, 6662, 9095, 7761, 5001, 11041, 7122, 3329, 476, 535, 0, 253, 57, 45, 14, 18, 2, 44, 5, 9, 0, 5, 10, 6, 12, 30, 94, 33, 48, 243, 225]"
42.3636871304,-71.1037964019,"[2681, 705, 869, 1305, 4619, 13766, 19279, 14386, 11892, 325, 7929, 5457, 2196, 1674, 1777, 363, 1599, 381, 707, 59, 447, 573, 476, 367, 589, 1889, 1020, 1303, 781, 167, 1625, 3220, 6322, 5091, 13602, 18387, 6266, 1906, 1170, 2, 856, 319, 145, 26, 50, 5, 134, 16, 34, 4, 21, 28, 20, 14, 98, 462, 109, 278, 116, 93]"
42.3637521478,-71.1039015013,"[505, 302, 462, 772, 3025, 11838, 23606, 22807, 14616, 627, 11299, 8124, 1713, 1377, 1842, 341, 1122, 416, 775, 51, 191, 331, 335, 317, 426, 800, 653, 983, 507, 106, 1108, 2902, 3758, 16063, 11758, 9407, 2480, 872, 482, 0, 223, 53, 31, 9, 13, 0, 75, 0, 1, 0, 2, 15, 11, 8, 34, 156, 25, 66, 101, 78]"
42.3638171652,-71.1040066007,"[1291, 152, 493, 1003, 4669, 10088, 12329, 9424, 10602, 674, 8840, 8064, 6516, 6866, 8217, 4265, 5040, 2196, 1397, 463, 684, 699, 721, 414, 590, 1462, 1225, 2563, 699, 130, 4171, 3011, 3766, 4777, 19180, 8014, 2984, 489, 458, 0, 386, 149, 53, 16, 35, 1, 118, 4, 16, 1, 4, 24, 7, 8, 80, 229, 60, 138, 42, 3]"
42.3638821826,-71.1041117003,"[776, 190, 296, 929, 3165, 4964, 4877, 5408, 5643, 1699, 9325, 14818, 20984, 11634, 6151, 2404, 4105, 769, 941, 165, 525, 1142, 1230, 753, 1033, 1558, 1775, 2382, 3768, 488, 3244, 5078, 5982, 7698, 10021, 7966, 3095, 918, 572, 7, 316, 145, 61, 31, 67, 3, 124, 31, 21, 4, 10, 23, 27, 27, 57, 182, 81, 94, 162, 56]"
42.3639269237,-71.1041840072,"[1953, 1097, 1358, 2261, 3381, 2580, 2953, 2473, 4276, 2088, 8234, 12885, 6831, 4863, 4744, 1817, 2703, 900, 1543, 205, 918, 1256, 955, 1081, 977, 1911, 2681, 2825, 2889, 686, 5377, 7160, 7466, 12532, 15660, 12737, 4745, 1820, 1099, 9, 885, 383, 155, 42, 104, 20, 275, 29, 53, 8, 62, 132, 166, 210, 423, 840, 720, 565, 766, 233]"
42.3639472,-71.1042168,"[1759, 1122, 1567, 2091, 3291, 2659, 2918, 2397, 4298, 1996, 8313, 12724, 6686, 5100, 4778, 1833, 2733, 910, 1539, 194, 898, 1280, 987, 1162, 947, 2040, 2882, 2819, 2854, 676, 5413, 7169, 7297, 12389, 15646, 12803, 4742, 1857, 1168, 7, 818, 399, 154, 49, 120, 19, 268, 30, 61, 7, 52, 155, 147, 204, 381, 789, 785, 591, 780, 247]"
42.3639919322,-71.1042891171,"[3133, 1125, 1257, 2150, 3584, 5903, 7594, 8366, 9563, 1964, 9481, 8832, 3507, 2436, 2364, 667, 2108, 1348, 1466, 86, 220, 506, 694, 206, 430, 1210, 776, 1318, 403, 87, 1217, 1401, 2594, 5915, 25294, 21665, 8341, 2930, 1700, 77, 1434, 644, 402, 76, 209, 25, 298, 52, 100, 5, 117, 87, 119, 115, 180, 688, 466, 289, 482, 294]"
42.3640569407,-71.1043942271,"[741, 241, 590, 2988, 5230, 16812, 11099, 17097, 12033, 735, 11657, 7592, 2586, 2087, 3134, 546, 2591, 808, 2558, 58, 514, 1700, 1573, 457, 368, 753, 1120, 2451, 1736, 314, 2409, 3047, 4722, 10129, 9715, 13207, 2764, 809, 285, 7, 295, 24, 25, 6, 14, 0, 107, 0, 3, 0, 0, 20, 4, 3, 37, 124, 21, 40, 14, 0]"
42.3641219492,-71.1044993372,"[1013, 306, 663, 1305, 2184, 4395, 5528, 10887, 12870, 261, 14361, 10443, 6254, 4964, 4942, 922, 2728, 1106, 3720, 129, 688, 654, 936, 611, 577, 1449, 1108, 1236, 747, 230, 2020, 3423, 4920, 9127, 17295, 15792, 4989, 1693, 1230, 15, 1199, 160, 131, 5, 49, 3, 121, 4, 11, 1, 10, 11, 37, 7, 42, 242, 58, 79, 67, 42]"
42.3641869576,-71.1046044474,"[932, 1027, 6650, 9049, 4170, 6519, 5918, 4991, 9401, 334, 11790, 11497, 4600, 7230, 6393, 1649, 2508, 1000, 1437, 101, 847, 1204, 1110, 809, 784, 942, 3098, 1588, 2121, 299, 2877, 4940, 4035, 11434, 9621, 11913, 2962, 370, 563, 0, 262, 75, 47, 22, 44, 1, 87, 9, 16, 0, 11, 25, 22, 12, 68, 117, 91, 114, 164, 100]"
42.3642519661,-71.1047095577,"[1804, 1803, 7242, 7132, 5233, 3575, 5007, 4405, 9344, 51, 10301, 8683, 3514, 2257, 5393, 1132, 4991, 1181, 2879, 209, 784, 2637, 2515, 1440, 1337, 2852, 4799, 6227, 2798, 364, 4936, 5705, 6174, 8001, 6650, 8826, 3583, 758, 837, 8, 637, 201, 78, 21, 61, 4, 214, 32, 37, 1, 14, 43, 56, 30, 104, 306, 215, 238, 207, 134]"
42.3643169746,-71.1048146681,"[2113, 3015, 12246, 9034, 3169, 1851, 1901, 1675, 3560, 211, 4093, 3966, 2623, 3583, 5954, 2802, 5590, 1950, 4068, 576, 1187, 2494, 2407, 1247, 1361, 2755, 2726, 4826, 1831, 621, 4293, 3998, 3988, 5332, 13969, 18251, 7865, 2466, 2110, 1, 775, 346, 108, 21, 55, 3, 119, 9, 21, 0, 8, 32, 28, 33, 51, 235, 91, 143, 119, 95]"
42.3643819831,-71.1049197786,"[1283, 679, 8880, 10874, 2909, 2159, 3487, 3595, 5699, 747, 6601, 6360, 4026, 4729, 6216, 5511, 5374, 2955, 2766, 421, 1223, 1552, 1089, 948, 991, 1137, 3933, 1599, 2552, 572, 2310, 2950, 4050, 8192, 14870, 12791, 7925, 2452, 1949, 0, 576, 253, 113, 23, 62, 0, 155, 8, 24, 0, 6, 22, 15, 5, 52, 167, 37, 76, 25, 25]"
